Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length,Unnamed: 17,personId
Joe Courtney,Joe Courtney,1993,1997,F,8-Jun,235,10/17/1969,17/10/1969,1969,28,"Mississippi State, Southern Miss",https://www.basketball-reference.com/players/c/courtjo01.html,courtjo01,1969,28,4,,1432
Joe Hamilton,Joe Hamilton,1971,1976,G,10-May,160,7/5/1948,5/7/1948,1948,28,"Southwestern Christian College, University of North Texas",https://www.basketball-reference.com/players/h/hamiljo01.html,hamiljo01,1948,28,5,,
Joey Hassett,Joey Hassett,1978,1983,G,5-Jun,180,9/11/1955,11/9/1955,1955,28,Providence,https://www.basketball-reference.com/players/h/hassejo01.html,hassejo01,1955,28,5,modified,76966
Joe Stephens,Joe Stephens,1997,2000,F,7-Jun,210,1/28/1973,28/1/1973,1973,27,"Colorado, Little Rock",https://www.basketball-reference.com/players/s/stephjo01.html,stephjo01,1973,27,3,,1086
Joel Kramer,Joel Kramer,1979,1983,F-C,7-Jun,203,11/30/1955,30/11/1955,1955,28,San Diego State,https://www.basketball-reference.com/players/k/kramejo01.html,kramejo01,1955,28,4,,77308
Joey Graham,Joey Graham,2006,2011,F,7-Jun,225,6/11/1982,11/6/1982,1982,29,"Central Florida, Oklahoma State",https://www.basketball-reference.com/players/g/grahajo01.html,grahajo01,1982,29,5,,101121
Joffrey Lauvergne,Joffrey Lauvergne,2015,2018,C-F,11-Jun,220,9/30/1991,30/9/1991,1991,27,,https://www.basketball-reference.com/players/l/lauvejo01.html,lauvejo01,1991,27,3,,203530
Johan Petro,Johan Petro,2006,2013,C,Jul-00,247,1/27/1986,27/1/1986,1986,27,,https://www.basketball-reference.com/players/p/petrojo01.html,petrojo01,1986,27,7,,101130
John Brisker,John Brisker,1970,1975,F-G,5-Jun,210,6/15/1947,15/6/1947,1947,28,Toledo,https://www.basketball-reference.com/players/b/briskjo01.html,briskjo01,1947,28,5,,76256
John Brown,John Brown,1974,1980,F,7-Jun,220,12/14/1951,14/12/1951,1951,29,Missouri,https://www.basketball-reference.com/players/b/brownjo01.html,brownjo01,1951,29,6,,76276
John Collins,John Collins,2018,2025,F,9-Jun,235,9/23/1997,23/9/1997,1997,28,Wake Forest,https://www.basketball-reference.com/players/c/collijo01.html,collijo01,1997,28,7,,1628381
John Fairchild,John Fairchild,1966,1970,F,8-Jun,205,4/28/1943,28/4/1943,1943,27,"Palomar College, BYU",https://www.basketball-reference.com/players/f/faircjo01.html,faircjo01,1943,27,4,,76691
John Hummer,John Hummer,1971,1976,F-C,9-Jun,230,5/4/1948,4/5/1948,1948,28,Princeton,https://www.basketball-reference.com/players/h/hummejo01.html,hummejo01,1948,28,5,,77080
John Jenkins,John Jenkins,2013,2019,G,4-Jun,215,3/6/1991,6/3/1991,1991,28,Vanderbilt,https://www.basketball-reference.com/players/j/jenkijo01.html,jenkijo01,1991,28,6,,203098
John Konchar,John Konchar,2020,2025,G,5-Jun,210,3/22/1996,22/3/1996,1996,29,Purdue-Fort Wayne,https://www.basketball-reference.com/players/k/konchjo01.html,konchjo01,1996,29,5,,1629723
John Lambert,John Lambert,1976,1982,C-F,10-Jun,225,1/14/1953,14/1/1953,1953,29,USC,https://www.basketball-reference.com/players/l/lambejo01.html,lambejo01,1953,29,6,,77331
John Shumate,John Shumate,1976,1981,F-C,9-Jun,235,4/6/1952,6/4/1952,1952,29,Notre Dame,https://www.basketball-reference.com/players/s/shumajo01.html,shumajo01,1952,29,5,,78143
John Trapp,John Trapp,1969,1973,F,7-Jun,210,10/2/1945,2/10/1945,1945,28,"Voorhees College, Pasadena City College, UNLV",https://www.basketball-reference.com/players/t/trappjo01.html,trappjo01,1945,28,4,,78367
Johnny Warren,Johnny Warren,1970,1974,G-F,3-Jun,180,7/7/1947,7/7/1947,1947,27,St. John's,https://www.basketball-reference.com/players/w/warrejo01.html,warrejo01,1947,27,4,modified,78461
John Williams,John Williams,1987,1995,F-C,8-Jun,235,10/26/1966,26/10/1966,1966,29,LSU,https://www.basketball-reference.com/players/w/willijo02.html,willijo02,1966,29,8,,78554
Johnny Baum,Johnny Baum,1970,1974,F,5-Jun,200,6/17/1946,17/6/1946,1946,28,"Peirce College, Temple",https://www.basketball-reference.com/players/b/baumjo01.html,baumjo01,1946,28,4,,76125
Johnny High,Johnny High,1980,1984,G,3-Jun,185,4/25/1957,25/4/1957,1957,27,Nevada,https://www.basketball-reference.com/players/h/highjo01.html,highjo01,1957,27,4,,77022
Johnny Neumann,Johnny Neumann,1972,1978,G-F,6-Jun,200,9/11/1951,11/9/1951,1951,27,Ole Miss,https://www.basketball-reference.com/players/n/neumajo01.html,neumajo01,1951,27,6,,77705
Johnny O'Bryant,Johnny O'Bryant,2015,2018,F-C,9-Jun,257,6/1/1993,1/6/1993,1993,25,LSU,https://www.basketball-reference.com/players/o/obryajo01.html,obryajo01,1993,25,3,,203948
Johnny Payak,Johnny Payak,1950,1953,G-F,4-Jun,174,11/20/1926,20/11/1926,1926,27,Bowling Green,https://www.basketball-reference.com/players/p/payakjo01.html,payakjo01,1926,27,3,,77821
Jonathan Bender,Jonathan Bender,2000,2010,F,11-Jun,202,1/30/1981,30/1/1981,1981,29,,https://www.basketball-reference.com/players/b/bendejo01.html,bendejo01,1981,29,10,,1886
Jonathan Isaac,Jonathan Isaac,2018,2025,F,10-Jun,230,10/3/1997,3/10/1997,1997,28,Florida State,https://www.basketball-reference.com/players/i/isaacjo01.html,isaacjo01,1997,28,7,,1628371
Jonathan Kuminga,Jonathan Kuminga,2022,2025,F,8-Jun,210,10/6/2002,6/10/2002,2002,23,,https://www.basketball-reference.com/players/k/kuminjo01.html,kuminjo01,2002,23,3,,1630228
Jontay Porter,Jontay Porter,2021,2024,F-C,11-Jun,240,11/15/1999,15/11/1999,1999,25,Missouri,https://www.basketball-reference.com/players/p/portejo01.html,portejo01,1999,25,3,,1629007
Jordan Bell,Jordan Bell,2018,2022,F,8-Jun,216,1/7/1995,7/1/1995,1995,27,Oregon,https://www.basketball-reference.com/players/b/belljo01.html,belljo01,1995,27,4,,1628395
Jordan Hamilton,Jordan Hamilton,2012,2016,G-F,7-Jun,220,10/6/1990,6/10/1990,1990,26,Texas,https://www.basketball-reference.com/players/h/hamiljo02.html,hamiljo02,1990,26,4,,202706
Jordan McLaughlin,Jordan McLaughlin,2020,2025,G,Jun-00,185,4/9/1996,9/4/1996,1996,29,USC,https://www.basketball-reference.com/players/m/mclaujo01.html,mclaujo01,1996,29,5,,1629162
Jordan McRae,Jordan McRae,2016,2020,G,5-Jun,179,3/28/1991,28/3/1991,1991,29,Tennessee,https://www.basketball-reference.com/players/m/mcraejo01.html,mcraejo01,1991,29,4,,203895
Jordan Nwora,Jordan Nwora,2021,2024,F,8-Jun,225,9/9/1998,9/9/1998,1998,26,Louisville,https://www.basketball-reference.com/players/n/nworajo01.html,nworajo01,1998,26,3,,1629670
Jordan Poole,Jordan Poole,2020,2025,G,4-Jun,194,6/19/1999,19/6/1999,1999,26,Michigan,https://www.basketball-reference.com/players/p/poolejo01.html,poolejo01,1999,26,5,,1629673
Jose Alvarado,Jose Alvarado,2022,2025,G,Jun-00,179,4/12/1998,12/4/1998,1998,27,Georgia Tech,https://www.basketball-reference.com/players/a/alvarjo01.html,alvarjo01,1998,27,3,,1630631
Josh Boone,Josh Boone,2007,2010,F-C,10-Jun,237,11/21/1984,21/11/1984,1984,26,UConn,https://www.basketball-reference.com/players/b/boonejo01.html,boonejo01,1984,26,3,,51956
Josh Christopher,Josh Christopher,2022,2025,G,5-Jun,215,12/8/2001,8/12/2001,2001,24,Arizona State,https://www.basketball-reference.com/players/c/chrisjo01.html,chrisjo01,2001,24,3,,1630528
Josh Giddey,Josh Giddey,2022,2025,G,8-Jun,210,10/10/2002,10/10/2002,2002,23,,https://www.basketball-reference.com/players/g/giddejo01.html,giddejo01,2002,23,3,,1630581
Josh Green,Josh Green,2021,2025,G-F,5-Jun,200,11/16/2000,16/11/2000,2000,25,Arizona,https://www.basketball-reference.com/players/g/greenjo02.html,greenjo02,2000,25,4,,1630182
Josh Jackson,Josh Jackson,2018,2022,F-G,8-Jun,207,2/10/1997,10/2/1997,1997,25,Kansas,https://www.basketball-reference.com/players/j/jacksjo02.html,jacksjo02,1997,25,4,,1628367
Josh Okogie,Josh Okogie,2019,2025,G,4-Jun,213,9/1/1998,1/9/1998,1998,27,Georgia Tech,https://www.basketball-reference.com/players/o/okogijo01.html,okogijo01,1998,27,6,,1629006
JT Thor,JT Thor,2022,2025,F,10-Jun,205,8/26/2002,26/8/2002,2002,23,Auburn,https://www.basketball-reference.com/players/t/thorjt01.html,thorjt01,2002,23,3,,1630550
Juancho Hernangómez,Juancho Hernangómez,2017,2023,F,9-Jun,214,9/28/1995,28/9/1995,1995,28,,https://www.basketball-reference.com/players/h/hernaju01.html,hernaju01,1995,28,6,,1627823
Julian Hammond,Julian Hammond,1968,1972,F,5-Jun,205,5/27/1943,27/5/1943,1943,29,Tulsa,https://www.basketball-reference.com/players/h/hammoju01.html,hammoju01,1943,29,4,,
Julian Wright,Julian Wright,2008,2011,F,8-Jun,225,5/20/1987,20/5/1987,1987,24,Kansas,https://www.basketball-reference.com/players/w/wrighju01.html,wrighju01,1987,24,3,,201153
Julius Keye,Julius Keye,1970,1975,F-C,10-Jun,200,9/5/1946,5/9/1946,1946,29,"South Carolina State, Alcorn State",https://www.basketball-reference.com/players/k/keyeju01.html,keyeju01,1946,29,5,,
Jumaine Jones,Jumaine Jones,2000,2007,F,8-Jun,218,2/10/1979,10/2/1979,1979,28,Georgia,https://www.basketball-reference.com/players/j/jonesju01.html,jonesju01,1979,28,7,,1908
Junior Harrington,Junior Harrington,2003,2007,G,4-Jun,180,10/2/1980,2/10/1980,1980,27,Wingate University,https://www.basketball-reference.com/players/h/harriju01.html,harriju01,1980,27,4,,2454
Justin Anderson,Justin Anderson,2016,2022,G,6-Jun,230,11/19/1993,19/11/1993,1993,29,Virginia,https://www.basketball-reference.com/players/a/anderju01.html,anderju01,1993,29,6,,1626147
Justin Champagnie,Justin Champagnie,2022,2025,F,6-Jun,200,6/29/2001,29/6/2001,2001,24,Pitt,https://www.basketball-reference.com/players/c/champju01.html,champju01,2001,24,3,,1630551
Justin Hamilton,Justin Hamilton,2014,2017,C,Jul-00,260,4/1/1990,1/4/1990,1990,27,"Iowa State, LSU",https://www.basketball-reference.com/players/h/hamilju01.html,hamilju01,1990,27,3,,203120
Justin Harper,Justin Harper,2012,2017,F,10-Jun,225,8/30/1989,30/8/1989,1989,28,Richmond,https://www.basketball-reference.com/players/h/harpeju01.html,harpeju01,1989,28,5,,202712
Justin Jackson,Justin Jackson,2018,2024,G-F,8-Jun,220,3/28/1995,28/3/1995,1995,29,UNC,https://www.basketball-reference.com/players/j/jacksju01.html,jacksju01,1995,29,6,,1628382
Justin Patton,Justin Patton,2018,2021,C,11-Jun,241,6/14/1997,14/6/1997,1997,24,Creighton,https://www.basketball-reference.com/players/p/pattoju01.html,pattoju01,1997,24,3,,1628383
Justise Winslow,Justise Winslow,2016,2023,F,6-Jun,222,3/26/1996,26/3/1996,1996,27,Duke,https://www.basketball-reference.com/players/w/winslju01.html,winslju01,1996,27,7,,1626159
Justus Thigpen,Justus Thigpen,1970,1974,G,1-Jun,160,8/13/1947,13/8/1947,1947,27,"Mott Community College, Weber State",https://www.basketball-reference.com/players/t/thigpju01.html,thigpju01,1947,27,4,,78313
Kai Jones,Kai Jones,2022,2025,F-C,11-Jun,218,1/19/2001,19/1/2001,2001,24,Texas,https://www.basketball-reference.com/players/j/joneska01.html,joneska01,2001,24,3,,1630539
Kedrick Brown,Kedrick Brown,2002,2005,G,7-Jun,222,3/18/1981,18/3/1981,1981,24,Okaloosa-Walton Community College,https://www.basketball-reference.com/players/b/brownke01.html,brownke01,1981,24,3,,2208
Keita Bates-Diop,Keita Bates-Diop,2019,2024,F,8-Jun,229,1/23/1996,23/1/1996,1996,28,Ohio State,https://www.basketball-reference.com/players/b/bateske01.html,bateske01,1996,28,5,,1628966
Keith Herron,Keith Herron,1979,1982,G-F,6-Jun,195,6/14/1956,14/6/1956,1956,26,Villanova,https://www.basketball-reference.com/players/h/herroke01.html,herroke01,1956,26,3,,77010
Keith Lee,Keith Lee,1986,1989,F-C,10-Jun,215,12/28/1962,28/12/1962,1962,27,Memphis,https://www.basketball-reference.com/players/l/leeke01.html,leeke01,1962,27,3,,77361
Keith McLeod,Keith McLeod,2004,2007,G,2-Jun,188,11/5/1979,5/11/1979,1979,28,Bowling Green,https://www.basketball-reference.com/players/m/mcleoke01.html,mcleoke01,1979,28,3,,2693
Keith Tower,Keith Tower,1994,1997,C-F,11-Jun,250,5/15/1970,15/5/1970,1970,27,Notre Dame,https://www.basketball-reference.com/players/t/towerke01.html,towerke01,1970,27,3,,700
Keldon Johnson,Keldon Johnson,2020,2025,G,5-Jun,220,10/11/1999,11/10/1999,1999,26,Kentucky,https://www.basketball-reference.com/players/j/johnske04.html,johnske04,1999,26,5,,1629640
Kelenna Azubuike,Kelenna Azubuike,2007,2012,G,5-Jun,220,12/16/1983,16/12/1983,1983,29,Kentucky,https://www.basketball-reference.com/players/a/azubuke01.html,azubuke01,1983,29,5,,101235
Kelvin Ransey,Kelvin Ransey,1981,1986,G,1-Jun,170,5/3/1958,3/5/1958,1958,28,Ohio State,https://www.basketball-reference.com/players/r/ranseke01.html,ranseke01,1958,28,5,,77911
Ken Charles,Ken Charles,1974,1978,G,3-Jun,180,7/10/1951,10/7/1951,1951,27,Fordham,https://www.basketball-reference.com/players/c/charlke01.html,charlke01,1951,27,4,,76383
Ken Durrett,Ken Durrett,1972,1975,F,7-Jun,190,12/8/1948,8/12/1948,1948,27,La Salle,https://www.basketball-reference.com/players/d/durreke01.html,durreke01,1948,27,3,,76622
Ken Murray,Ken Murray,1951,1955,G-F,2-Jun,190,4/20/1928,20/4/1928,1928,27,St. Bonaventure,https://www.basketball-reference.com/players/m/murrake01.html,murrake01,1928,27,4,,77675
Kendall Marshall,Kendall Marshall,2013,2016,G,4-Jun,200,8/19/1991,19/8/1991,1991,25,UNC,https://www.basketball-reference.com/players/m/marshke01.html,marshke01,1991,25,3,,203088
Kendrick Nunn,Kendrick Nunn,2020,2023,G,2-Jun,190,8/3/1995,3/8/1995,1995,28,"Illinois, Oakland",https://www.basketball-reference.com/players/n/nunnke01.html,nunnke01,1995,28,3,,1629134
Kenny Battle,Kenny Battle,1990,1993,F,6-Jun,210,10/10/1964,10/10/1964,1964,29,"Northern Illinois, Illinois",https://www.basketball-reference.com/players/b/battlke01.html,battlke01,1964,29,3,,76123
Kenny Fields,Kenny Fields,1985,1988,F-G,5-Jun,220,2/9/1962,9/2/1962,1962,26,UCLA,https://www.basketball-reference.com/players/f/fieldke01.html,fieldke01,1962,26,3,,76713
Kenny Higgs,Kenny Higgs,1979,1982,G,Jun-00,180,1/31/1955,31/1/1955,1955,27,LSU,https://www.basketball-reference.com/players/h/higgske01.html,higgske01,1955,27,3,,77021
Kenny McIntosh,Kenny McIntosh,1972,1975,F,7-Jun,225,1/21/1949,21/1/1949,1949,26,Eastern Michigan,https://www.basketball-reference.com/players/m/mcintke01.html,mcintke01,1949,26,3,,77540
Kenny Natt,Kenny Natt,1981,1985,G,3-Jun,185,10/5/1958,5/10/1958,1958,27,Louisiana-Monroe,https://www.basketball-reference.com/players/n/nattke01.html,nattke01,1958,27,4,,77692
Kenny Payne,Kenny Payne,1990,1993,F-G,8-Jun,195,11/25/1966,25/11/1966,1966,27,Louisville,https://www.basketball-reference.com/players/p/payneke01.html,payneke01,1966,27,3,,77822
Kenny Williams,Kenny Williams,1991,1994,F,9-Jun,205,6/9/1969,9/6/1969,1969,25,"Barton County Community College, Elizabeth City State University",https://www.basketball-reference.com/players/w/willike03.html,willike03,1969,25,3,,78555
Keon Clark,Keon Clark,1999,2004,F-C,11-Jun,220,4/16/1975,16/4/1975,1975,29,"Irvine Valley College, Dixie State (UT), UNLV",https://www.basketball-reference.com/players/c/clarkke01.html,clarkke01,1975,29,5,,1721
Keon Johnson,Keon Johnson,2022,2025,G,5-Jun,186,3/10/2002,10/3/2002,2002,23,Tennessee,https://www.basketball-reference.com/players/j/johnske07.html,johnske07,2002,23,3,,1630553
Kessler Edwards,Kessler Edwards,2022,2025,F,8-Jun,215,8/9/2000,9/8/2000,2000,25,Pepperdine,https://www.basketball-reference.com/players/e/edwarke02.html,edwarke02,2000,25,3,,1630556
Kevin Huerter,Kevin Huerter,2019,2025,G,7-Jun,190,8/27/1998,27/8/1998,1998,27,Maryland,https://www.basketball-reference.com/players/h/huertke01.html,huertke01,1998,27,6,,1628989
Kevin Knox,Kevin Knox,2019,2024,F,7-Jun,215,8/11/1999,11/8/1999,1999,25,Kentucky,https://www.basketball-reference.com/players/k/knoxke01.html,knoxke01,1999,25,5,,1628995
Kevin McKenna,Kevin McKenna,1982,1988,G-F,5-Jun,195,1/8/1959,8/1/1959,1959,29,Creighton,https://www.basketball-reference.com/players/m/mckenke01.html,mckenke01,1959,29,6,,77541
Kevin Porter Jr.,Kevin Porter Jr.,2020,2025,G,4-Jun,203,5/4/2000,4/5/2000,2000,25,USC,https://www.basketball-reference.com/players/p/porteke02.html,porteke02,2000,25,5,,1629645
Kevin Pritchard,Kevin Pritchard,1991,1996,G,3-Jun,180,7/17/1967,17/7/1967,1967,29,Kansas,https://www.basketball-reference.com/players/p/pritcke01.html,pritcke01,1967,29,5,,340
Kevin Séraphin,Kevin Séraphin,2011,2017,F,9-Jun,285,12/7/1989,7/12/1989,1989,28,,https://www.basketball-reference.com/players/s/serapke01.html,serapke01,1989,28,6,,202338
Kevin Williams,Kevin Williams,1984,1989,G,2-Jun,175,9/11/1961,11/9/1961,1961,28,"TCU, St. John's",https://www.basketball-reference.com/players/w/willike01.html,willike01,1961,28,5,,78556
Kevon Looney,Kevon Looney,2016,2025,F-C,9-Jun,222,2/6/1996,6/2/1996,1996,29,UCLA,https://www.basketball-reference.com/players/l/looneke01.html,looneke01,1996,29,9,,1626172
Khalid Reeves,Khalid Reeves,1995,2000,G,3-Jun,199,7/15/1972,15/7/1972,1972,28,Arizona,https://www.basketball-reference.com/players/r/reevekh01.html,reevekh01,1972,28,5,,234
Killian Hayes,Killian Hayes,2021,2024,G,5-Jun,195,7/27/2001,27/7/2001,2001,23,,https://www.basketball-reference.com/players/h/hayeski01.html,hayeski01,2001,23,3,,1630165
Kim Hughes,Kim Hughes,1976,1981,C,11-Jun,220,6/4/1952,4/6/1952,1952,29,Wisconsin,https://www.basketball-reference.com/players/h/hugheki01.html,hugheki01,1952,29,5,,77078
Kira Lewis Jr.,Kira Lewis Jr.,2021,2024,G,1-Jun,170,4/6/2001,6/4/2001,2001,23,Alabama,https://www.basketball-reference.com/players/l/lewiski01.html,lewiski01,2001,23,3,,1630184
Kirk Snyder,Kirk Snyder,2005,2008,G,6-Jun,225,6/5/1983,5/6/1983,1983,25,Nevada,https://www.basketball-reference.com/players/s/snydeki01.html,snydeki01,1983,25,3,,2745
Kenyon Martin Jr.,Kenyon Martin Jr.,2021,2025,F,6-Jun,215,1/6/2001,6/1/2001,2001,24,,https://www.basketball-reference.com/players/m/martike04.html,martike04,2001,24,4,modified,1630231
Kobi Simmons,Kobi Simmons,2018,2024,G,5-Jun,166,7/4/1997,4/7/1997,1997,27,Arizona,https://www.basketball-reference.com/players/s/simmoko01.html,simmoko01,1997,27,6,,1628424
Kyrylo Fesenko,Kyrylo Fesenko,2008,2012,C,1-Jul,288,12/24/1986,24/12/1986,1986,26,,https://www.basketball-reference.com/players/f/fesenky01.html,fesenky01,1986,26,4,,201178
KZ Okpala,KZ Okpala,2020,2023,F,8-Jun,215,4/28/1999,28/4/1999,1999,24,Stanford,https://www.basketball-reference.com/players/o/okpalkz01.html,okpalkz01,1999,24,3,,1629644
Lamar Green,Lamar Green,1970,1975,F-C,7-Jun,210,3/22/1947,22/3/1947,1947,28,Morehead State University,https://www.basketball-reference.com/players/g/greenla01.html,greenla01,1947,28,5,,600011
Lamar Stevens,Lamar Stevens,2021,2024,F,6-Jun,230,7/9/1997,9/7/1997,1997,27,Penn State,https://www.basketball-reference.com/players/s/stevela01.html,stevela01,1997,27,3,,1630205
LaMelo Ball,LaMelo Ball,2021,2025,G,7-Jun,180,8/22/2001,22/8/2001,2001,24,,https://www.basketball-reference.com/players/b/ballla01.html,ballla01,2001,24,4,,1630163
Lancaster Gordon,Lancaster Gordon,1985,1988,G,3-Jun,185,6/24/1962,24/6/1962,1962,26,Louisville,https://www.basketball-reference.com/players/g/gordola01.html,gordola01,1962,26,3,,76834
Landry Fields,Landry Fields,2011,2015,F,7-Jun,210,6/27/1988,27/6/1988,1988,27,Stanford,https://www.basketball-reference.com/players/f/fieldla01.html,fieldla01,1988,27,4,,202361
Landry Shamet,Landry Shamet,2019,2025,G,4-Jun,190,3/13/1997,13/3/1997,1997,28,Wichita State,https://www.basketball-reference.com/players/s/shamela01.html,shamela01,1997,28,6,,1629013
Laron Profit,Laron Profit,2000,2006,G-F,5-Jun,204,8/5/1977,5/8/1977,1977,29,Maryland,https://www.basketball-reference.com/players/p/profila01.html,profila01,1977,29,6,,1919
Larry Cannon,Larry Cannon,1970,1974,G,4-Jun,195,4/12/1947,12/4/1947,1947,27,La Salle,https://www.basketball-reference.com/players/c/cannola01.html,cannola01,1947,27,4,,76339
Larry Drew II,Larry Drew II,2015,2018,G,2-Jun,180,3/5/1990,5/3/1990,1990,28,"UNC, UCLA",https://www.basketball-reference.com/players/d/drewla02.html,drewla02,1990,28,3,,203580
Larry McNeill,Larry McNeill,1974,1979,F-C,9-Jun,195,1/31/1951,31/1/1951,1951,28,Marquette,https://www.basketball-reference.com/players/m/mcneila01.html,mcneila01,1951,28,5,,77561
Larry Miller,Larry Miller,1969,1975,G-F,4-Jun,190,4/4/1946,4/4/1946,1946,29,UNC,https://www.basketball-reference.com/players/m/millela01.html,millela01,1946,29,6,,
Larry Sanders,Larry Sanders,2011,2017,C-F,11-Jun,235,11/21/1988,21/11/1988,1988,29,VCU,https://www.basketball-reference.com/players/s/sandela01.html,sandela01,1988,29,6,,202336
Larry Spriggs,Larry Spriggs,1982,1986,F,7-Jun,230,9/8/1959,8/9/1959,1959,27,Howard University,https://www.basketball-reference.com/players/s/sprigla01.html,sprigla01,1959,27,4,,78233
Larry Staverman,Larry Staverman,1959,1964,F,7-Jun,205,10/11/1936,11/10/1936,1936,28,Thomas More College,https://www.basketball-reference.com/players/s/stavela01.html,stavela01,1936,28,5,,78244
Larry Stewart,Larry Stewart,1992,1997,F,8-Jun,220,9/21/1968,21/9/1968,1968,29,Coppin State University,https://www.basketball-reference.com/players/s/stewala01.html,stewala01,1968,29,5,,1125
Larry Wright,Larry Wright,1977,1982,G,1-Jun,160,11/23/1954,23/11/1954,1954,28,Grambling State University,https://www.basketball-reference.com/players/w/wrighla01.html,wrighla01,1954,28,5,,78623
LaRue Martin,LaRue Martin,1973,1976,C,11-Jun,208,3/30/1950,30/3/1950,1950,26,Loyola Chicago,https://www.basketball-reference.com/players/m/martila01.html,martila01,1950,26,3,,77475
Lauri Markkanen,Lauri Markkanen,2018,2025,F-C,Jul-00,240,5/22/1997,22/5/1997,1997,28,Arizona,https://www.basketball-reference.com/players/m/markkla01.html,markkla01,1997,28,7,,1628374
Lavoy Allen,Lavoy Allen,2012,2017,F-C,9-Jun,260,2/4/1989,4/2/1989,1989,28,Temple,https://www.basketball-reference.com/players/a/allenla01.html,allenla01,1989,28,5,,202730
Lee Knorek,Lee Knorek,1947,1950,C,7-Jun,215,7/15/1921,15/7/1921,1921,29,Detroit Mercy,https://www.basketball-reference.com/players/k/knorele01.html,knorele01,1921,29,3,,77291
Lee Mayberry,Lee Mayberry,1993,1999,G,1-Jun,172,6/12/1970,12/6/1970,1970,29,Arkansas,https://www.basketball-reference.com/players/m/maybele01.html,maybele01,1970,29,6,,195
Lee Winfield,Lee Winfield,1970,1976,G,2-Jun,174,2/4/1947,4/2/1947,1947,29,University of North Texas,https://www.basketball-reference.com/players/w/winfile01.html,winfile01,1947,29,6,,78592
Leon Douglas,Leon Douglas,1977,1983,C-F,10-Jun,230,8/26/1954,26/8/1954,1954,29,Alabama,https://www.basketball-reference.com/players/d/douglle01.html,douglle01,1954,29,6,,76590
Leon Powe,Leon Powe,2007,2011,F,8-Jun,240,1/22/1984,22/1/1984,1984,27,California,https://www.basketball-reference.com/players/p/powele01.html,powele01,1984,27,4,,200796
Leon Wood,Leon Wood,1985,1991,G,3-Jun,185,3/25/1962,25/3/1962,1962,29,"Arizona, Cal State Fullerton",https://www.basketball-reference.com/players/w/woodle01.html,woodle01,1962,29,6,,78611
LeRon Ellis,LeRon Ellis,1992,1996,F-C,9-Jun,225,4/28/1969,28/4/1969,1969,27,"Kentucky, Syracuse",https://www.basketball-reference.com/players/e/ellisle02.html,ellisle02,1969,27,4,,1034
Levern Tart,Levern Tart,1968,1971,G-F,2-Jun,195,6/1/1942,1/6/1942,1942,29,Bradley,https://www.basketball-reference.com/players/t/tartle01.html,tartle01,1942,29,3,,
Lew Hitch,Lew Hitch,1952,1957,F-C,8-Jun,200,7/16/1929,16/7/1929,1929,28,Kansas State,https://www.basketball-reference.com/players/h/hitchle01.html,hitchle01,1929,28,5,,77032
Linas Kleiza,Linas Kleiza,2006,2013,F,8-Jun,245,1/3/1985,3/1/1985,1985,28,Missouri,https://www.basketball-reference.com/players/k/kleizli01.html,kleizli01,1985,28,7,,101132
Lindy Waters III,Lindy Waters III,2022,2025,G,6-Jun,215,7/28/1997,28/7/1997,1997,28,Oklahoma State,https://www.basketball-reference.com/players/w/waterli01.html,waterli01,1997,28,3,,1630322
Linton Johnson,Linton Johnson,2004,2009,F,8-Jun,205,6/13/1980,13/6/1980,1980,29,Tulane,https://www.basketball-reference.com/players/j/johnsli01.html,johnsli01,1980,29,5,,2669
Lionel Simmons,Lionel Simmons,1991,1997,F-G,7-Jun,210,11/14/1968,14/11/1968,1968,29,La Salle,https://www.basketball-reference.com/players/s/simmoli01.html,simmoli01,1968,29,6,,1489
Litterial Green,Litterial Green,1993,1999,G,1-Jun,185,3/7/1970,7/3/1970,1970,29,Georgia,https://www.basketball-reference.com/players/g/greenli01.html,greenli01,1970,29,6,,1036
Lloyd Neal,Lloyd Neal,1973,1979,C-F,7-Jun,225,12/10/1950,10/12/1950,1950,29,Tennessee State,https://www.basketball-reference.com/players/n/nealll01.html,nealll01,1950,29,6,,77696
Lloyd Walton,Lloyd Walton,1977,1981,G,Jun-00,160,11/23/1953,23/11/1953,1953,28,Marquette,https://www.basketball-reference.com/players/w/waltoll01.html,waltoll01,1953,28,4,,78449
Lonnie Walker IV,Lonnie Walker IV,2019,2024,G,4-Jun,204,12/14/1998,14/12/1998,1998,26,Miami (FL),https://www.basketball-reference.com/players/w/walkelo01.html,walkelo01,1998,26,5,,1629022
Lonnie Wright,Lonnie Wright,1968,1972,G,2-Jun,205,1/23/1945,23/1/1945,1945,27,Colorado State,https://www.basketball-reference.com/players/w/wrighlo01.html,wrighlo01,1945,27,4,,
Lonny Baxter,Lonny Baxter,2003,2006,F,8-Jun,260,1/27/1979,27/1/1979,1979,27,Maryland,https://www.basketball-reference.com/players/b/baxtelo01.html,baxtelo01,1979,27,3,,2437
Lonzo Ball,Lonzo Ball,2018,2025,G,6-Jun,190,10/27/1997,27/10/1997,1997,28,UCLA,https://www.basketball-reference.com/players/b/balllo01.html,balllo01,1997,28,7,,1628366
