Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length
Litterial Green,Litterial Green,1993,1999,G,1-Jun,185,3/7/1970,7/3/1970,1970,29,Georgia,https://www.basketball-reference.com/players/g/greenli01.html,greenli01,1970,29,6
Lloyd Batts,Lloyd Batts,1975,1975,G-F,4-Jun,185,5/9/1951,9/5/1951,1951,24,Cincinnati,https://www.basketball-reference.com/players/b/battsll01.html,battsll01,1951,24,0
Lloyd Daniels,Lloyd Daniels,1993,1998,G,7-Jun,205,9/4/1967,4/9/1967,1967,31,Mount San Antonio College,https://www.basketball-reference.com/players/d/daniell01.html,daniell01,1967,31,5
Lloyd Neal,Lloyd Neal,1973,1979,C-F,7-Jun,225,12/10/1950,10/12/1950,1950,29,Tennessee State,https://www.basketball-reference.com/players/n/nealll01.html,nealll01,1950,29,6
Lloyd Walton,Lloyd Walton,1977,1981,G,Jun-00,160,11/23/1953,23/11/1953,1953,28,Marquette,https://www.basketball-reference.com/players/w/waltoll01.html,waltoll01,1953,28,4
Logan Vander Velden,Logan Vander Velden,1996,1996,F,8-Jun,215,4/3/1971,3/4/1971,1971,25,Green Bay,https://www.basketball-reference.com/players/v/vandelo01.html,vandelo01,1971,25,0
London Perrantes,London Perrantes,2018,2018,G,2-Jun,200,10/3/1994,3/10/1994,1994,24,Virginia,https://www.basketball-reference.com/players/p/perralo01.html,perralo01,1994,24,0
Lonnie Eggleston,Lonnie Eggleston,1949,1949,G,Jun-00,170,6/8/1918,8/6/1918,1918,31,Oklahoma State,https://www.basketball-reference.com/players/e/egglelo01.html,egglelo01,1918,31,0
Lonnie Kluttz,Lonnie Kluttz,1971,1971,F,7-Jun,220,9/17/1945,17/9/1945,1945,26,North Carolina A&T,https://www.basketball-reference.com/players/k/kluttlo01.html,kluttlo01,1945,26,0
Lonnie Lynn,Lonnie Lynn,1970,1970,F,7-Jun,215,5/24/1943,24/5/1943,1943,27,"Upper Iowa University, Wilberforce University",https://www.basketball-reference.com/players/l/lynnlo01.html,lynnlo01,1943,27,0
Lonnie Shelton,Lonnie Shelton,1977,1986,F-C,8-Jun,240,10/19/1955,19/10/1955,1955,31,Oregon State,https://www.basketball-reference.com/players/s/sheltlo01.html,sheltlo01,1955,31,9
Lonnie Walker IV,Lonnie Walker IV,2019,2024,G,4-Jun,204,12/14/1998,14/12/1998,1998,26,Miami (FL),https://www.basketball-reference.com/players/w/walkelo01.html,walkelo01,1998,26,5
Lonnie Wright,Lonnie Wright,1968,1972,G,2-Jun,205,1/23/1945,23/1/1945,1945,27,Colorado State,https://www.basketball-reference.com/players/w/wrighlo01.html,wrighlo01,1945,27,4
Lonny Baxter,Lonny Baxter,2003,2006,F,8-Jun,260,1/27/1979,27/1/1979,1979,27,Maryland,https://www.basketball-reference.com/players/b/baxtelo01.html,baxtelo01,1979,27,3
Lonzo Ball,Lonzo Ball,2018,2025,G,6-Jun,190,10/27/1997,27/10/1997,1997,28,UCLA,https://www.basketball-reference.com/players/b/balllo01.html,balllo01,1997,28,7
Loren Meyer,Loren Meyer,1996,1999,C,10-Jun,257,12/30/1972,30/12/1972,1972,27,Iowa State,https://www.basketball-reference.com/players/m/meyerlo01.html,meyerlo01,1972,27,3
Loren Woods,Loren Woods,2002,2008,F-C,1-Jul,245,6/21/1978,21/6/1978,1978,30,"Wake Forest, Arizona",https://www.basketball-reference.com/players/w/woodslo01.html,woodslo01,1978,30,6
Latrell Sprewell,Latrell Sprewell,1993,2005,G,5-Jun,190,9/8/1970,8/9/1970,1970,35,"Three Rivers Community College, Alabama",https://www.basketball-reference.com/players/s/sprewla01.html,sprewla01,1970,35,12
Lorenzo Brown,Lorenzo Brown,2014,2019,G,5-Jun,189,8/26/1990,26/8/1990,1990,29,NC State,https://www.basketball-reference.com/players/b/brownlo01.html,brownlo01,1990,29,5
Lorenzo Charles,Lorenzo Charles,1986,1986,F,7-Jun,225,11/25/1963,25/11/1963,1963,23,NC State,https://www.basketball-reference.com/players/c/charllo01.html,charllo01,1963,23,0
Lorenzo Romar,Lorenzo Romar,1981,1985,G,1-Jun,175,11/13/1958,13/11/1958,1958,27,Washington,https://www.basketball-reference.com/players/r/romarlo01.html,romarlo01,1958,27,4
Lorenzo Williams,Lorenzo Williams,1993,2000,F-C,9-Jun,200,7/15/1969,15/7/1969,1969,31,Stetson University,https://www.basketball-reference.com/players/w/willilo01.html,willilo01,1969,31,7
Lawrence Funderburke,Lawrence Funderburke,1998,2005,F,9-Jun,230,12/15/1970,15/12/1970,1970,35,"Indiana, Ohio State",https://www.basketball-reference.com/players/f/fundela01.html,fundela01,1970,35,7
Leandro Barbosa,Leandro Barbosa,2004,2017,G,3-Jun,194,11/28/1982,28/11/1982,1982,35,,https://www.basketball-reference.com/players/b/barbole01.html,barbole01,1982,35,13
Lou Roe,Lou Roe,1996,1997,F,7-Jun,220,7/14/1972,14/7/1972,1972,25,UMass,https://www.basketball-reference.com/players/r/roelo01.html,roelo01,1972,25,1
Lou Spicer,Lou Spicer,1947,1947,F,2-Jun,195,11/12/1922,12/11/1922,1922,25,Syracuse,https://www.basketball-reference.com/players/s/spicelo01.html,spicelo01,1922,25,0
Lou Tsioropoulos,Lou Tsioropoulos,1957,1959,F,5-Jun,190,8/31/1930,31/8/1930,1930,29,Kentucky,https://www.basketball-reference.com/players/t/tsiorlo01.html,tsiorlo01,1930,29,2
Lou Hudson*,Lou Hudson,1967,1979,F-G,5-Jun,210,7/11/1944,11/7/1944,1944,35,Minnesota,https://www.basketball-reference.com/players/h/hudsolo01.html,hudsolo01,1944,35,12
Louie Dampier*,Louie Dampier,1968,1979,G,Jun-00,170,11/20/1944,20/11/1944,1944,35,Kentucky,https://www.basketball-reference.com/players/d/dampilo01.html,dampilo01,1944,35,11
Louie Nelson,Louie Nelson,1974,1978,G,3-Jun,190,5/28/1951,28/5/1951,1951,27,Washington,https://www.basketball-reference.com/players/n/nelsolo01.html,nelsolo01,1951,27,4
Louis King,Louis King,2020,2023,F,7-Jun,205,4/6/1999,6/4/1999,1999,24,Oregon,https://www.basketball-reference.com/players/k/kinglo02.html,kinglo02,1999,24,3
Louis Orr,Louis Orr,1981,1988,F,8-Jun,175,5/7/1958,7/5/1958,1958,30,Syracuse,https://www.basketball-reference.com/players/o/orrlo01.html,orrlo01,1958,30,7
Lowes Moore,Lowes Moore,1981,1983,G,1-Jun,170,5/5/1957,5/5/1957,1957,26,West Virginia,https://www.basketball-reference.com/players/m/moorelo01.html,moorelo01,1957,26,2
Loy Petersen,Loy Petersen,1969,1970,G,5-Jun,205,7/26/1945,26/7/1945,1945,25,Oregon State,https://www.basketball-reference.com/players/p/peterlo01.html,peterlo01,1945,25,1
Loy Vaught,Loy Vaught,1991,2001,F,9-Jun,230,2/27/1968,27/2/1968,1968,33,Michigan,https://www.basketball-reference.com/players/v/vaughlo01.html,vaughlo01,1968,33,10
Loyd King,Loyd King,1972,1973,G,2-Jun,180,5/29/1949,29/5/1949,1949,24,Virginia Tech,https://www.basketball-reference.com/players/k/kinglo01.html,kinglo01,1949,24,1
Luc Longley,Luc Longley,1992,2001,C,2-Jul,265,1/19/1969,19/1/1969,1969,32,New Mexico,https://www.basketball-reference.com/players/l/longllu01.html,longllu01,1969,32,9
Lucious Harris,Lucious Harris,1994,2005,G,5-Jun,190,12/18/1970,18/12/1970,1970,35,Cal State Long Beach,https://www.basketball-reference.com/players/h/harrilu01.html,harrilu01,1970,35,11
Lucas Nogueira,Lucas Nogueira,2015,2018,C,Jul-00,241,7/26/1992,26/7/1992,1992,26,,https://www.basketball-reference.com/players/n/noguelu01.html,noguelu01,1992,26,3
Malik Rose,Malik Rose,1997,2009,F-C,7-Jun,250,11/23/1974,23/11/1974,1974,35,Drexel,https://www.basketball-reference.com/players/r/rosema01.html,rosema01,1974,35,12
Lucius Allen,Lucius Allen,1970,1979,G,2-Jun,175,9/26/1947,26/9/1947,1947,32,UCLA,https://www.basketball-reference.com/players/a/allenlu01.html,allenlu01,1947,32,9
Luguentz Dort,Luguentz Dort,2020,2025,G,4-Jun,220,4/19/1999,19/4/1999,1999,26,Arizona State,https://www.basketball-reference.com/players/d/dortlu01.html,dortlu01,1999,26,5
Luis Flores,Luis Flores,2005,2005,G,2-Jun,200,4/11/1981,11/4/1981,1981,24,"Rutgers University, Manhattan College",https://www.basketball-reference.com/players/f/florelu01.html,florelu01,1981,24,0
Luis Montero,Luis Montero,2016,2018,G,7-Jun,185,4/6/1993,6/4/1993,1993,25,Westchester CC,https://www.basketball-reference.com/players/m/montelu01.html,montelu01,1993,25,2
Marcin Gortat,Marcin Gortat,2008,2019,C-F,11-Jun,240,2/17/1984,17/2/1984,1984,35,,https://www.basketball-reference.com/players/g/gortama01.html,gortama01,1984,35,11
Luka Šamanić,Luka Šamanić,2020,2024,F,10-Jun,227,1/9/2000,9/1/2000,2000,24,,https://www.basketball-reference.com/players/s/samanlu01.html,samanlu01,2000,24,4
Luka Dončić,Luka Dončić,2019,2025,G-F,6-Jun,230,2/28/1999,28/2/1999,1999,26,,https://www.basketball-reference.com/players/d/doncilu01.html,doncilu01,1999,26,6
Luka Garza,Luka Garza,2022,2025,F-C,10-Jun,235,12/27/1998,27/12/1998,1998,27,Iowa,https://www.basketball-reference.com/players/g/garzalu01.html,garzalu01,1998,27,3
Luke Babbitt,Luke Babbitt,2011,2018,F,9-Jun,225,6/20/1989,20/6/1989,1989,29,Nevada,https://www.basketball-reference.com/players/b/babbilu01.html,babbilu01,1989,29,7
Luke Harangody,Luke Harangody,2011,2012,F,8-Jun,246,1/2/1988,2/1/1988,1988,24,Notre Dame,https://www.basketball-reference.com/players/h/haranlu01.html,haranlu01,1988,24,1
Luke Jackson,Luke Jackson,2005,2008,F,7-Jun,215,11/6/1981,6/11/1981,1981,27,Oregon,https://www.basketball-reference.com/players/j/jackslu02.html,jackslu02,1981,27,3
Luke Jackson,Luke Jackson,1965,1972,F-C,9-Jun,240,10/31/1941,31/10/1941,1941,31,University of Texas Rio Grande Valley,https://www.basketball-reference.com/players/j/jackslu01.html,jackslu01,1941,31,7
Luke Kennard,Luke Kennard,2018,2025,G,5-Jun,206,6/24/1996,24/6/1996,1996,29,Duke,https://www.basketball-reference.com/players/k/kennalu01.html,kennalu01,1996,29,7
Luke Kornet,Luke Kornet,2018,2025,C-F,2-Jul,250,7/15/1995,15/7/1995,1995,30,Vanderbilt,https://www.basketball-reference.com/players/k/kornelu01.html,kornelu01,1995,30,7
Marcus Morris,Marcus Morris,2012,2024,F,8-Jun,218,9/2/1989,2/9/1989,1989,35,Kansas,https://www.basketball-reference.com/players/m/morrima03.html,morrima03,1989,35,12
Luke Schenscher,Luke Schenscher,2006,2007,C,1-Jul,255,12/31/1982,31/12/1982,1982,25,Georgia Tech,https://www.basketball-reference.com/players/s/schenlu01.html,schenlu01,1982,25,1
Luke Travers,Luke Travers,2025,2025,G,8-Jun,199,9/3/2001,3/9/2001,2001,24,,https://www.basketball-reference.com/players/t/travelu01.html,travelu01,2001,24,0
Luke Walton,Luke Walton,2004,2013,F,8-Jun,235,3/28/1980,28/3/1980,1980,33,Arizona,https://www.basketball-reference.com/players/w/waltolu01.html,waltolu01,1980,33,9
Luke Witte,Luke Witte,1974,1976,C,Jul-00,235,10/19/1950,19/10/1950,1950,26,Ohio State,https://www.basketball-reference.com/players/w/wittelu01.html,wittelu01,1950,26,2
Luke Zeller,Luke Zeller,2013,2013,C,11-Jun,245,4/7/1987,7/4/1987,1987,26,Notre Dame,https://www.basketball-reference.com/players/z/zellelu01.html,zellelu01,1987,26,0
Mark Aguirre,Mark Aguirre,1982,1994,F-G,6-Jun,232,12/10/1959,10/12/1959,1959,35,DePaul,https://www.basketball-reference.com/players/a/aguirma01.html,aguirma01,1959,35,12
Luther Green,Luther Green,1970,1973,F,7-Jun,190,11/13/1946,13/11/1946,1946,27,Long Island University,https://www.basketball-reference.com/players/g/greenlu01.html,greenlu01,1946,27,3
Luther Head,Luther Head,2006,2011,G,3-Jun,185,11/26/1982,26/11/1982,1982,29,Illinois,https://www.basketball-reference.com/players/h/headlu01.html,headlu01,1982,29,5
Luther Rackley,Luther Rackley,1970,1974,C,10-Jun,220,6/11/1946,11/6/1946,1946,28,Xavier,https://www.basketball-reference.com/players/r/rackllu01.html,rackllu01,1946,28,4
Luther Wright,Luther Wright,1994,1994,C,2-Jul,270,9/22/1971,22/9/1971,1971,23,Seton Hall,https://www.basketball-reference.com/players/w/wrighlu01.html,wrighlu01,1971,23,0
Lynn Greer,Lynn Greer,2007,2007,G,2-Jun,175,10/23/1979,23/10/1979,1979,28,Temple,https://www.basketball-reference.com/players/g/greerly01.html,greerly01,1979,28,0
Lynn Shackelford,Lynn Shackelford,1970,1970,F,5-Jun,190,8/27/1947,27/8/1947,1947,23,UCLA,https://www.basketball-reference.com/players/s/shackly01.html,shackly01,1947,23,0
M.J. Walker,M.J. Walker,2022,2022,G,5-Jun,213,3/28/1998,28/3/1998,1998,24,Florida State,https://www.basketball-reference.com/players/w/walkemj01.html,walkemj01,1998,24,0
Marvin Webster,Marvin Webster,1976,1987,C,1-Jul,225,4/13/1952,13/4/1952,1952,35,Morgan State University,https://www.basketball-reference.com/players/w/webstma01.html,webstma01,1952,35,11
Mãozinha Pereira,Mãozinha Pereira,2024,2024,F,8-Jun,177,8/28/2000,28/8/2000,2000,24,,https://www.basketball-reference.com/players/p/pereima01.html,pereima01,2000,24,0
Maalik Wayns,Maalik Wayns,2013,2014,G,2-Jun,200,5/2/1991,2/5/1991,1991,23,Villanova,https://www.basketball-reference.com/players/w/waynsma01.html,waynsma01,1991,23,1
Mac McClung,Mac McClung,2022,2025,G,2-Jun,185,1/6/1999,6/1/1999,1999,26,"Georgetown, Texas Tech",https://www.basketball-reference.com/players/m/mccluma01.html,mccluma01,1999,26,3
Mac Otten,Mac Otten,1950,1950,F-C,7-Jun,220,12/16/1925,16/12/1925,1925,25,Bowling Green,https://www.basketball-reference.com/players/o/ottenma01.html,ottenma01,1925,25,0
Mason Plumlee,Mason Plumlee,2014,2025,C-F,10-Jun,254,3/5/1990,5/3/1990,1990,35,Duke,https://www.basketball-reference.com/players/p/plumlma01.html,plumlma01,1990,35,11
Maciej Lampe,Maciej Lampe,2004,2006,C,11-Jun,275,2/5/1985,5/2/1985,1985,21,,https://www.basketball-reference.com/players/l/lampema01.html,lampema01,1985,21,2
Matt Bullard,Matt Bullard,1991,2002,F,10-Jun,215,6/5/1967,5/6/1967,1967,35,"Colorado, Iowa",https://www.basketball-reference.com/players/b/bullama01.html,bullama01,1967,35,11
Mack Daughtry,Mack Daughtry,1971,1971,G,3-Jun,175,7/20/1946,20/7/1946,1946,25,Albany State University,https://www.basketball-reference.com/players/d/daughma01.html,daughma01,1946,25,0
Mel Counts,Mel Counts,1965,1976,C-F,Jul-00,230,10/16/1941,16/10/1941,1941,35,Oregon State,https://www.basketball-reference.com/players/c/countme01.html,countme01,1941,35,11
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,1991,2001,G,1-Jun,162,3/9/1969,9/3/1969,1969,32,LSU,https://www.basketball-reference.com/players/a/abdulma02.html,abdulma02,1969,32,10
Major Jones,Major Jones,1980,1985,F,9-Jun,225,7/9/1953,9/7/1953,1953,32,Albany State University,https://www.basketball-reference.com/players/j/jonesma01.html,jonesma01,1953,32,5
Makhtar N'Diaye,Makhtar N'Diaye,1999,1999,F,8-Jun,245,12/12/1973,12/12/1973,1973,26,"Michigan, UNC",https://www.basketball-reference.com/players/n/ndiayma01.html,ndiayma01,1973,26,0
Mal Graham,Mal Graham,1968,1969,G,1-Jun,185,2/23/1945,23/2/1945,1945,24,NYU,https://www.basketball-reference.com/players/g/grahama01.html,grahama01,1945,24,1
Mal McMullen,Mal McMullen,1950,1951,F-C,5-Jun,210,8/23/1927,23/8/1927,1927,24,Xavier,https://www.basketball-reference.com/players/m/mcmulma01.html,mcmulma01,1927,24,1
Mal Pradd,Mal Pradd,1968,1969,G,3-Jun,170,11/17/1944,17/11/1944,1944,25,Dillard University,https://www.basketball-reference.com/players/p/praddma01.html,praddma01,1944,25,1
Malachi Flynn,Malachi Flynn,2021,2024,G,1-Jun,175,5/10/1998,10/5/1998,1998,26,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01.html,flynnma01,1998,26,3
Malachi Richardson,Malachi Richardson,2017,2019,G,6-Jun,205,1/5/1996,5/1/1996,1996,23,Syracuse,https://www.basketball-reference.com/players/r/richama01.html,richama01,1996,23,2
Malaki Branham,Malaki Branham,2023,2025,G,4-Jun,180,5/12/2003,12/5/2003,2003,22,Ohio State,https://www.basketball-reference.com/players/b/branhma01.html,branhma01,2003,22,2
Malcolm Brogdon,Malcolm Brogdon,2017,2025,G,4-Jun,229,12/11/1992,11/12/1992,1992,33,Virginia,https://www.basketball-reference.com/players/b/brogdma01.html,brogdma01,1992,33,8
Malcolm Cazalon,Malcolm Cazalon,2024,2024,G,6-Jun,212,8/27/2001,27/8/2001,2001,23,,https://www.basketball-reference.com/players/c/cazalma01.html,cazalma01,2001,23,0
Malcolm Delaney,Malcolm Delaney,2017,2018,G,3-Jun,190,3/11/1989,11/3/1989,1989,29,Virginia Tech,https://www.basketball-reference.com/players/d/delanma01.html,delanma01,1989,29,1
Malcolm Hill,Malcolm Hill,2022,2023,F,6-Jun,220,10/26/1995,26/10/1995,1995,28,Illinois,https://www.basketball-reference.com/players/h/hillma01.html,hillma01,1995,28,1
Malcolm Lee,Malcolm Lee,2012,2015,G,5-Jun,200,5/22/1990,22/5/1990,1990,25,UCLA,https://www.basketball-reference.com/players/l/leema01.html,leema01,1990,25,3
Malcolm Mackey,Malcolm Mackey,1994,1994,F-C,9-Jun,248,7/11/1970,11/7/1970,1970,24,Georgia Tech,https://www.basketball-reference.com/players/m/mackema01.html,mackema01,1970,24,0
Malcolm Miller,Malcolm Miller,2018,2020,F,7-Jun,210,3/6/1993,6/3/1993,1993,27,Holy Cross,https://www.basketball-reference.com/players/m/millema01.html,millema01,1993,27,2
Malcolm Thomas,Malcolm Thomas,2012,2015,F,9-Jun,225,11/8/1988,8/11/1988,1988,27,"Pepperdine, San Diego State",https://www.basketball-reference.com/players/t/thomama01.html,thomama01,1988,27,3
Malevy Leons,Malevy Leons,2025,2025,F,9-Jun,205,9/23/1999,23/9/1999,1999,26,"Mineral Area College, Bradley",https://www.basketball-reference.com/players/l/leonsma01.html,leonsma01,1999,26,0
Malik Allen,Malik Allen,2002,2011,F-C,10-Jun,255,6/27/1978,27/6/1978,1978,33,Villanova,https://www.basketball-reference.com/players/a/allenma01.html,allenma01,1978,33,9
Malik Beasley,Malik Beasley,2017,2025,G,4-Jun,187,11/26/1996,26/11/1996,1996,29,Florida State,https://www.basketball-reference.com/players/b/beaslma01.html,beaslma01,1996,29,8
Malik Fitts,Malik Fitts,2021,2022,F,8-Jun,230,7/4/1997,4/7/1997,1997,25,"South Florida, Saint Mary's",https://www.basketball-reference.com/players/f/fittsma01.html,fittsma01,1997,25,1
Malik Hairston,Malik Hairston,2009,2010,G,6-Jun,220,2/23/1987,23/2/1987,1987,23,Oregon,https://www.basketball-reference.com/players/h/hairsma01.html,hairsma01,1987,23,1
Malik Monk,Malik Monk,2018,2025,G,3-Jun,200,2/4/1998,4/2/1998,1998,27,Kentucky,https://www.basketball-reference.com/players/m/monkma01.html,monkma01,1998,27,7
Malik Newman,Malik Newman,2020,2022,G,3-Jun,190,2/21/1997,21/2/1997,1997,25,"Mississippi State, Kansas",https://www.basketball-reference.com/players/n/newmama01.html,newmama01,1997,25,2
Mike Gminski,Mike Gminski,1981,1994,C,11-Jun,250,8/3/1959,3/8/1959,1959,35,Duke,https://www.basketball-reference.com/players/g/gminsmi01.html,gminsmi01,1959,35,13
Malik Sealy,Malik Sealy,1993,2000,G,8-Jun,190,2/1/1970,1/2/1970,1970,30,St. John's,https://www.basketball-reference.com/players/s/sealyma01.html,sealyma01,1970,30,7
Malik Williams,Malik Williams,2024,2024,C,11-Jun,250,8/26/1998,26/8/1998,1998,26,,https://www.basketball-reference.com/players/w/willima11.html,willima11,1998,26,0
Mamadi Diakite,Mamadi Diakite,2021,2024,F,9-Jun,228,1/21/1997,21/1/1997,1997,27,Virginia,https://www.basketball-reference.com/players/d/diakima01.html,diakima01,1997,27,3
Mamadou N'Diaye,Mamadou N'Diaye,2001,2005,C,Jul-00,255,6/16/1975,16/6/1975,1975,30,Auburn,https://www.basketball-reference.com/players/n/ndiayma02.html,ndiayma02,1975,30,4
Mangok Mathiang,Mangok Mathiang,2018,2018,C-F,10-Jun,230,10/8/1992,8/10/1992,1992,26,Louisville,https://www.basketball-reference.com/players/m/mathima01.html,mathima01,1992,26,0
Manny Harris,Manny Harris,2011,2017,G,5-Jun,185,9/21/1989,21/9/1989,1989,28,Michigan,https://www.basketball-reference.com/players/h/harrima01.html,harrima01,1989,28,6
Manny Leaks,Manny Leaks,1969,1974,C-F,8-Jun,225,11/27/1945,27/11/1945,1945,29,Niagara University,https://www.basketball-reference.com/players/l/leaksma01.html,leaksma01,1945,29,5
Mookie Blaylock,Mookie Blaylock,1990,2002,G,Jun-00,180,3/20/1967,20/3/1967,1967,35,"Midland College, Oklahoma",https://www.basketball-reference.com/players/b/blaylmo01.html,blaylmo01,1967,35,12
Manute Bol,Manute Bol,1986,1995,C,7-Jul,200,10/16/1962,16/10/1962,1962,33,University of Bridgeport,https://www.basketball-reference.com/players/b/bolma01.html,bolma01,1962,33,9
Nick Van Exel,Nick Van Exel,1994,2006,G,1-Jun,170,11/27/1971,27/11/1971,1971,35,"Trinity Valley CC, Cincinnati",https://www.basketball-reference.com/players/v/vanexni01.html,vanexni01,1971,35,12
Marc Iavaroni,Marc Iavaroni,1983,1989,F,8-Jun,210,9/15/1956,15/9/1956,1956,33,Virginia,https://www.basketball-reference.com/players/i/iavarma01.html,iavarma01,1956,33,6
Marc Jackson,Marc Jackson,2001,2007,C,10-Jun,270,1/16/1975,16/1/1975,1975,32,"VCU, Temple",https://www.basketball-reference.com/players/j/jacksma02.html,jacksma02,1975,32,6
Marcelo Huertas,Marcelo Huertas,2016,2017,G,3-Jun,200,5/25/1983,25/5/1983,1983,34,,https://www.basketball-reference.com/players/h/huertma01.html,huertma01,1983,34,1
Nikola Vučević,Nikola Vučević,2012,2025,C,10-Jun,260,10/24/1990,24/10/1990,1990,35,USC,https://www.basketball-reference.com/players/v/vucevni01.html,vucevni01,1990,35,13
Orlando Woolridge,Orlando Woolridge,1982,1994,F,9-Jun,215,12/16/1959,16/12/1959,1959,35,Notre Dame,https://www.basketball-reference.com/players/w/woolror01.html,woolror01,1959,35,12
Marcus Banks,Marcus Banks,2004,2011,G,2-Jun,200,11/19/1981,19/11/1981,1981,30,"Dixie State (UT), UNLV",https://www.basketball-reference.com/players/b/banksma01.html,banksma01,1981,30,7
Marcus Brown,Marcus Brown,1997,2000,G,3-Jun,185,4/3/1974,3/4/1974,1974,26,Murray State,https://www.basketball-reference.com/players/b/brownma01.html,brownma01,1974,26,3
Pat Cummings,Pat Cummings,1980,1991,F-C,9-Jun,230,7/11/1956,11/7/1956,1956,35,Cincinnati,https://www.basketball-reference.com/players/c/cummipa01.html,cummipa01,1956,35,11
Marcus Cousin,Marcus Cousin,2011,2011,C,11-Jun,245,12/18/1986,18/12/1986,1986,25,"Seton Hall, Houston",https://www.basketball-reference.com/players/c/cousima01.html,cousima01,1986,25,0
Marcus Derrickson,Marcus Derrickson,2019,2019,F,7-Jun,249,2/1/1996,1/2/1996,1996,23,Georgetown,https://www.basketball-reference.com/players/d/derrima01.html,derrima01,1996,23,0
Marcus Fizer,Marcus Fizer,2001,2006,F,9-Jun,262,8/10/1978,10/8/1978,1978,28,Iowa State,https://www.basketball-reference.com/players/f/fizerma01.html,fizerma01,1978,28,5
Marcus Garrett,Marcus Garrett,2022,2022,G,5-Jun,205,11/9/1998,9/11/1998,1998,24,Kansas,https://www.basketball-reference.com/players/g/garrema01.html,garrema01,1998,24,0
Marcus Georges-Hunt,Marcus Georges-Hunt,2017,2018,G,5-Jun,216,3/28/1994,28/3/1994,1994,24,Georgia Tech,https://www.basketball-reference.com/players/g/georgma01.html,georgma01,1994,24,1
Marcus Haislip,Marcus Haislip,2003,2010,F,10-Jun,230,12/22/1980,22/12/1980,1980,30,Tennessee,https://www.basketball-reference.com/players/h/haislma01.html,haislma01,1980,30,7
Marcus Landry,Marcus Landry,2010,2010,F,7-Jun,230,11/1/1985,1/11/1985,1985,25,Wisconsin,https://www.basketball-reference.com/players/l/landrma01.html,landrma01,1985,25,0
Marcus Liberty,Marcus Liberty,1991,1994,F,8-Jun,205,10/27/1968,27/10/1968,1968,26,Illinois,https://www.basketball-reference.com/players/l/liberma01.html,liberma01,1968,26,3
Paul George,Paul George,2011,2025,F-G,8-Jun,220,5/2/1990,2/5/1990,1990,35,Fresno State,https://www.basketball-reference.com/players/g/georgpa01.html,georgpa01,1990,35,14
Marcus Paige,Marcus Paige,2018,2018,G,1-Jun,175,9/11/1993,11/9/1993,1993,25,UNC,https://www.basketball-reference.com/players/p/paigema01.html,paigema01,1993,25,0
Marcus Sasser,Marcus Sasser,2024,2025,G,2-Jun,195,9/21/2000,21/9/2000,2000,25,Houston,https://www.basketball-reference.com/players/s/sassema01.html,sassema01,2000,25,1
Marcus Smart,Marcus Smart,2015,2025,G,3-Jun,220,3/6/1994,6/3/1994,1994,31,Oklahoma State,https://www.basketball-reference.com/players/s/smartma01.html,smartma01,1994,31,10
Marcus Thornton,Marcus Thornton,2010,2017,G,4-Jun,205,6/5/1987,5/6/1987,1987,30,LSU,https://www.basketball-reference.com/players/t/thornma01.html,thornma01,1987,30,7
Marcus Vinicius,Marcus Vinicius,2007,2008,F,8-Jun,225,5/31/1984,31/5/1984,1984,24,,https://www.basketball-reference.com/players/v/vincima01.html,vincima01,1984,24,1
Marcus Webb,Marcus Webb,1993,1993,F-C,9-Jun,255,5/9/1970,9/5/1970,1970,23,Alabama,https://www.basketball-reference.com/players/w/webbma01.html,webbma01,1970,23,0
Marcus Williams,Marcus Williams,2008,2009,F,7-Jun,205,11/18/1986,18/11/1986,1986,23,Arizona,https://www.basketball-reference.com/players/w/willima04.html,willima04,1986,23,1
Marcus Williams,Marcus Williams,2007,2010,G,3-Jun,205,12/3/1985,3/12/1985,1985,25,UConn,https://www.basketball-reference.com/players/w/willima03.html,willima03,1985,25,3
Mardy Collins,Mardy Collins,2007,2010,G,6-Jun,220,8/4/1984,4/8/1984,1984,26,Temple,https://www.basketball-reference.com/players/c/collima01.html,collima01,1984,26,3
Marial Shayok,Marial Shayok,2020,2020,G,5-Jun,198,7/26/1995,26/7/1995,1995,25,"Virginia, Iowa State",https://www.basketball-reference.com/players/s/shayoma01.html,shayoma01,1995,25,0
Mario Bennett,Mario Bennett,1996,2000,F,6-Jun,235,8/1/1973,1/8/1973,1973,27,Arizona State,https://www.basketball-reference.com/players/b/bennema01.html,bennema01,1973,27,4
Mario Chalmers,Mario Chalmers,2009,2018,G,2-Jun,190,5/19/1986,19/5/1986,1986,32,Kansas,https://www.basketball-reference.com/players/c/chalmma01.html,chalmma01,1986,32,9
Paul Pressey,Paul Pressey,1983,1993,G-F,5-Jun,185,12/24/1958,24/12/1958,1958,35,"Western Texas College, Tulsa",https://www.basketball-reference.com/players/p/presspa01.html,presspa01,1958,35,10
Mario Hezonja,Mario Hezonja,2016,2020,F-G,8-Jun,220,2/25/1995,25/2/1995,1995,25,,https://www.basketball-reference.com/players/h/hezonma01.html,hezonma01,1995,25,4
